UID,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,Target_ChurnFlag,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,X153,X154,X155,X156,X157,X158,X159,X160,X161,X162,X163,X164,X165,X166,X167,X168,X169,X170,X171,X172,X173,X174,X175,X176,X177,X178,X179,X180,X181,X182,X183,X184,X185,X186,X187,X188,X189,X190,X191,X192,X193,X194,X195,X196,X197,X198,X199,X200,X201,X202,X203,X204,X205,X206,X207,X208,X209,X210,X211,X212,X213,X214,X215
1019212-34702,12 month lease,1184.0,2016-08-19,2017-08-20,2017-08-20,2016-08-19,2016-08-19,,,,False,,1184.0,0,0,1,2017-08-21,12,6-12 months,1,13,6,1,0,0,0,0,1,0,2017,2016-08-19,2017-08-20,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,19,18,1,18,4,1,4,1.0555556,0.42105263,19,0,0,0,0,0,7,2,1,9,0,0,0,0,0,0,0,0,0.0,-1.0,-1.0,4,4,4,0,4,0,4,0,0,4,21,,Student,0.0,21.75,21,22,0,4,19500.0,Student,17,4,25,0,1,1,0,1,1,1200.0,1200.0,2.0,2.5,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,12,1,7,11.916667,11,13,4,90,1.5168539,52,0,89,8,17007,275,ACTIVE,Tampa,FL,33613-5127,17007,Tampa FL,B,Garden,suburban,University,0,0,15,554,569,"Tampa-St. Petersburg-Clearwater, FL",University,0.9497,853.0,0.0121,2016-Q3,2016-07-01,1121.5,1121.5,1.0557289344627732,1.0557289344627732,1.5833333333333333,1.5,0.0833333333333333,1.5,0.3333333333333333,0.0833333333333333,0.3333333333333333,0.0879629651705424,0.0350877195596694,1.5833333333333333,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.1666666666666666,0.0833333333333333,0.75,0.0,0.0,0.0,0.0,0.0,7.5,0.1264044940471649,4.333333333333333,0.0,7.416666666666667,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,0.9866667,0.5,2.069090909090909,0.6666666666666666
1043789-4410,12 month lease,951.0,2015-03-03,2016-02-29,2016-02-29,2014-05-09,2014-05-09,2016-02-29,2015-12-23,,False,,951.0,0,0,1,,11,6-12 months,3,13,7,0,0,0,0,0,1,1,2016,2015-03-03,2016-02-29,0,0,937.0,0.014941302,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,11,11,1,11,2,0,3,1.1818181,0.45454547,11,0,0,0,0,0,3,0,2,3,0,0,0,3,0,-1,-1,-1,,-1.0,-1.0,5,4,1,1,1,3,0,1,0,1,28,,Service Industry,-1.0,25.5,23,28,0,2,40000.0,Service Industry,21,2,30,0,3,0,0,0,2,1100.0,1100.0,2.0,2.0,1,2,11.0,10,12,0,4,2.6,2,0,5,0,12,0,8,10.833333,3,14,1,33,1.275,22,0,40,2,17105,296,ACTIVE,Oviedo,FL,32765-5522,17105,Orlando,B,Garden,suburban,Casselberry/Winter Springs/Oviedo,0,0,74,476,550,"Orlando-Kissimmee-Sanford, FL",Casselberry/Winter Springs/Oviedo,0.952,954.0,0.0122,2015-Q1,2015-01-01,1029.0,1029.0,0.924198250728863,0.924198250728863,1.0,1.0,0.0909090909090909,1.0,0.1818181818181818,0.0,0.2727272727272727,0.1074380116029219,0.0413223152810877,1.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.1818181818181818,0.2727272727272727,0.0,0.0,0.0,0.2727272727272727,0.0,2.75,0.1062499980131785,1.8333333333333333,0.0,3.333333333333333,0.1666666666666666,1.3333333333333333,0.8666666348775228,0.6666666666666666,0.0,1.6666666666666667,0.0,1.0,0.86454546,0.5,1.858108108108108,0.6666666666666666
1041884-35339,11 month lease,997.0,2018-01-04,2018-12-05,,2018-01-04,2018-01-04,,,,False,,997.0,0,0,1,2018-12-06,11,6-12 months,1,14,4,1,0,0,0,0,1,0,2018,2018-01-04,2018-12-05,0,0,-1.0,-1.0,9.0,-1.0,10.0,8.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4,9.0,4.0,4.0,10.0,8.2,-5.0,-0.5555556,1,5,5,1,5,0,0,0,5.2,0.0,5,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,1,1994.0,-1.0,-1.0,3,2,2,1,2,0,2,0,0,2,22,,,-1.0,34.666668,22,59,0,3,0.0,,21,6,19,0,0,2,1,4,3,988.0,988.0,2.0,2.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,13,0,11,12.538462,10,18,3,57,0.33333334,23,0,63,2,18110,288,ACTIVE,Hermitage,TN,37076-3246,18110,Nashville TN,B,Garden,suburban,Hermitage/Mount Juliet/Lebanon,0,105,14,411,530,"Nashville-Davidson--Murfreesboro--Franklin, TN",Hermitage/Mount Juliet/Lebanon,0.9385,1072.0,0.0174,2018-Q1,2018-01-01,1097.0,1097.0,0.9088422971741112,0.9088422971741112,0.4545454545454545,0.4545454545454545,0.0909090909090909,0.4545454545454545,0.0,0.0,0.0,0.4727272553877397,0.0,0.4545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,4.384615384615385,0.0256410264051877,1.7692307692307692,0.0,4.846153846153846,0.1538461538461538,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0091093,1.0,1.8402777777777777,0.8461538461538461
2880779-94301,13 month lease,1906.0,2020-05-02,2021-05-29,,2019-03-07,2019-03-07,,,,False,,1906.0,0,0,1,2021-05-30,12,6-12 months,2,8,2,0,0,0,0,0,1,0,2021,2020-05-02,2021-05-29,0,0,1895.0,0.005804749,-1.0,-1.0,-1.0,7.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,7.0,2.0,2.0,7.0,5.0,-5.0,-0.71428573,1,10,9,2,9,1,1,6,0.7777778,0.1,10,0,0,0,0,0,4,0,2,4,0,0,0,0,0,1,0,1,3812.0,3790.0,0.005804749,1,1,1,0,1,0,1,0,0,1,37,,,-1.0,37.0,37,37,0,1,0.0,,20,4,23,4,0,1,1,0,4,583.0,583.0,0.0,1.0,0,1,13.0,13,13,1,3,0.0,0,0,2,1,7,2,2,12.285714,9,14,3,27,1.2083334,5,0,24,4,95197,468,ACTIVE,Huntington Beach,CA,92647-3511,95197,Orange County,A,High Rise,suburban,Huntington Beach,0,655,0,0,655,"Anaheim-Santa Ana-Irvine, CA",Huntington Beach,0.9583,2157.0,-0.0271,2020-Q2,2020-04-01,1926.0,1926.0,0.9896157840083074,0.9896157840083074,0.8333333333333334,0.75,0.1666666666666666,0.75,0.0833333333333333,0.0833333333333333,0.5,0.0648148159186045,0.0083333334575096,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.1666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,3.857142857142857,0.1726190532956804,0.7142857142857143,0.0,3.4285714285714284,0.5714285714285714,1.5,0.0,0.0,0.0,1.0,0.5,0.0,3.2692966,0.0,1.3995726495726497,0.5714285714285714
2502900-3137,12 month lease,3403.0,2016-04-25,2017-04-23,,2015-01-24,2015-01-24,,,,False,,3403.0,0,0,1,2017-04-24,12,6-12 months,2,7,7,0,0,0,0,0,1,0,2017,2016-04-25,2017-04-23,0,0,3151.0,0.079974614,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,4.0,2.0,2.0,10.0,5.3333335,-2.0,-0.5,0,12,12,1,12,5,0,3,1.8333334,1.0833334,12,0,0,0,0,0,0,5,3,3,0,0,0,1,0,-1,-1,-1,,-1.0,-1.0,2,2,2,0,2,0,0,0,0,2,35,Not applicable,,6.3633084,36.5,35,38,0,2,0.0,Not applicable,9,4,8,1,0,0,0,2,10,825.0,825.0,0.0,1.0,0,1,15.0,15,15,0,28,2.074074,8,0,27,1,6,1,3,10.5,0,15,3,47,1.9615384,21,0,52,1,12203,503,ACTIVE,New York,NY,10005-4201,12203,New York,B,High Rise,urban,Financial District,-1,-1,-1,-1,-1,"New York-White Plains, NY",Financial District,0.9766,4219.0,0.0155,2016-Q2,2016-04-01,3232.0,3232.0,1.0529084158415842,1.0529084158415842,1.0,1.0,0.0833333333333333,1.0,0.4166666666666667,0.0,0.25,0.1527777810891469,0.0902777810891469,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.25,0.25,0.0,0.0,0.0,0.0833333333333333,0.0,7.833333333333333,0.3269230723381042,3.5,0.0,8.666666666666666,0.1666666666666666,14.0,1.037037014961243,4.0,0.0,13.5,0.5,0.0,4.1248484,0.0,-0.0019880715705765,0.6666666666666666
1310628-17451,13 month lease,1601.0,2018-06-30,2019-08-11,,2018-06-30,2018-06-30,,,,False,,1601.0,0,0,1,2019-08-12,14,1-3 years,1,13,4,1,0,0,0,0,1,0,2019,2018-06-30,2019-08-11,0,0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,7.0,1.0,1.0,7.0,4.0,-1.0,-1.0,1,11,11,1,11,4,0,1,2.4545455,1.6363636,11,0,0,0,0,0,1,0,0,4,0,0,3,3,0,1,0,1,3202.0,-1.0,-1.0,1,1,1,0,1,0,1,0,0,1,24,,,-1.0,24.0,24,24,0,1,0.0,,18,6,22,1,1,1,1,1,2,726.0,726.0,1.0,1.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,12,0,6,11.0,3,14,1,29,0.8,13,0,30,0,10317,499,ACTIVE,Alexandria,VA,22312,10317,Metro DC,B,High Rise,suburban,South Fairfax County,0,46,48,550,644,"Washington-Arlington-Alexandria, DC-VA-MD-WV",South Fairfax County,0.9505,1645.0,0.0219,2018-Q2,2018-04-01,1683.5,1683.5,0.950994950994951,0.950994950994951,0.7857142857142857,0.7857142857142857,0.0714285714285714,0.7857142857142857,0.2857142857142857,0.0,0.0714285714285714,0.1753246784210205,0.1168831161090305,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.2857142857142857,0.0,0.0,0.2142857142857142,0.2142857142857142,0.0,2.4166666666666665,0.0666666676600774,1.0833333333333333,0.0,2.5,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.205234,1.0,1.2905811623246493,0.5
1020842-12702,12 month lease,1464.0,2015-11-27,2016-11-21,2016-11-21,2015-11-27,2015-11-27,2016-11-21,2016-09-30,,False,,1464.0,0,0,1,,12,6-12 months,1,12,6,1,0,0,0,0,1,1,2016,2015-11-27,2016-11-21,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,4,4,1,4,0,0,3,0.25,0.0,4,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0.0,-1.0,-1.0,2,2,2,1,2,0,1,1,0,2,55,,Transportation,36.59494,54.0,53,55,0,2,34000.0,Transportation,18,3,24,0,1,1,0,0,1,765.0,765.0,1.0,1.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,11,0,7,12.454545,11,14,2,45,0.021276595,15,0,47,7,40020,174,ACTIVE,La Mirada,CA,90638-4254,40020,LA County,B,Garden,suburban,Southeast Los Angeles,0,278,1,0,279,"Los Angeles-Long Beach-Glendale, CA",Southeast Los Angeles,0.9684,1502.0,0.0073,2015-Q4,2015-10-01,1368.5,1368.5,1.0697844355133357,1.0697844355133357,0.3333333333333333,0.3333333333333333,0.0833333333333333,0.3333333333333333,0.0,0.0,0.25,0.0208333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,4.090909090909091,0.0019342359155416,1.3636363636363635,0.0,4.2727272727272725,0.6363636363636364,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.9137255,0.5,1.603448275862069,0.6363636363636364
1310644-53482,12 month lease,2074.0,2019-05-13,2020-05-12,,2016-05-10,2016-05-10,,,,False,,2074.0,0,0,1,2020-05-13,12,6-12 months,4,13,3,0,0,0,0,0,1,0,2020,2019-05-13,2020-05-12,0,0,1976.0,0.04959514,-1.0,-1.0,-1.0,7.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,7.0,2.0,2.0,7.0,5.0,-5.0,-0.71428573,0,1,1,1,1,0,0,1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4148.0,3952.0,0.04959514,1,1,1,0,1,0,0,1,0,1,69,,,-1.0,69.0,69,69,0,1,0.0,,17,2,24,0,2,0,0,0,4,889.0,889.0,1.0,1.0,0,3,12.0,12,12,0,18,3.7857144,8,0,14,4,12,0,4,11.0,2,14,1,32,2.4444444,17,0,27,5,30011,235,ACTIVE,Mercer Island,WA,98040,30011,"Seattle,WA",B,Garden,suburban,West Bellevue/Mercer Island,0,266,15,0,281,"Seattle-Bellevue-Everett, WA",West Bellevue/Mercer Island,0.9625,2418.0,0.0319,2019-Q2,2019-04-01,2025.0,2025.0,1.0241975308641975,1.0241975308641975,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,2.6666666666666665,0.2037037014961242,1.4166666666666667,0.0,2.25,0.4166666666666667,4.5,0.9464285969734192,2.0,0.0,3.5,1.0,1.0,2.3329585,1.0,1.195744680851064,0.3333333333333333
3755794-1249,12 Month Lease,1711.0,2019-05-31,2020-05-31,2020-05-31,2019-05-31,2019-05-31,2020-05-31,2020-02-04,,False,,1711.0,0,0,1,,12,6-12 months,1,5,3,1,0,0,0,0,1,1,2020,2019-05-31,2020-05-31,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,6,6,2,6,1,0,4,0.6666667,0.33333334,6,0,0,0,0,0,3,0,0,0,2,0,0,1,0,1,0,1,3422.0,-1.0,-1.0,1,1,1,0,1,0,1,0,0,1,28,,,-1.0,28.0,28,28,0,1,0.0,,17,5,18,1,1,0,1,1,9,715.0,715.0,1.0,1.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,4,0,3,9.75,6,13,0,22,0.8181818,5,0,22,0,10321,247,ACTIVE,Silver Spring,MD,20910-8200,10321,Metro DC,A,High Rise,urban,Downtown Silver Spring,0,0,0,182,182,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Downtown Silver Spring,0.954,1902.0,0.0062,2019-Q2,2019-04-01,1787.0,1787.0,0.95747062115277,0.95747062115277,0.5,0.5,0.1666666666666666,0.5,0.0833333333333333,0.0,0.3333333333333333,0.0555555572112401,0.02777777860562,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0833333333333333,0.0,5.5,0.2045454531908035,1.25,0.0,5.5,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.393007,1.0,0.7368421052631579,0.75
2421378-23124,14 month lease,2397.0,2016-02-12,2017-04-02,,2016-02-12,2016-02-12,,,,False,,2397.0,0,0,1,2017-04-03,14,1-3 years,1,8,8,1,0,0,0,0,1,0,2017,2016-02-12,2017-04-02,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,7.0,1.0,1.0,7.0,4.0,-1.0,-1.0,0,9,9,1,9,4,0,5,1.2222222,0.7777778,9,0,0,0,0,0,2,3,0,0,0,1,0,2,0,-1,-1,-1,,-1.0,-1.0,1,1,1,0,1,0,1,0,0,1,60,,,4.5227914,60.0,60,60,1,1,155000.0,,22,4,27,3,0,1,1,0,3,1545.0,1545.0,2.0,2.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,7,0,4,8.428572,2,12,1,58,0.58064514,18,0,62,3,94210,446,ACTIVE,Woburn,MA,01801-5197,94210,Boston,B,Garden,suburban,East Middlesex County,0,99,72,650,821,"Boston-Cambridge-Newton, MA-NH",East Middlesex County,0.949,1992.0,-0.001,2016-Q1,2016-01-01,2290.0,2290.0,1.0467248908296942,1.0467248908296942,0.6428571428571429,0.6428571428571429,0.0714285714285714,0.6428571428571429,0.2857142857142857,0.0,0.3571428571428571,0.0873015863554818,0.055555556501661,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.2142857142857142,0.0,0.0,0.0,0.0714285714285714,0.0,0.1428571428571428,0.0,8.285714285714286,0.0829493062836783,2.571428571428572,0.0,8.857142857142858,0.4285714285714285,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.5514563,2.0,1.8408071748878925,0.5714285714285714
1045352-26006,14 month lease,1173.0,2018-02-27,2019-04-14,2019-04-14,2018-02-27,2018-02-27,2019-04-14,2019-02-02,,False,,1173.0,0,0,1,,14,1-3 years,1,17,4,1,0,0,0,0,1,1,2019,2018-02-27,2019-04-14,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,8.0,1.0,1.0,8.0,4.5,-1.0,-1.0,1,5,4,2,4,0,1,1,1.0,0.0,5,0,0,0,0,0,2,1,0,1,0,0,0,1,0,1,0,1,2346.0,-1.0,-1.0,3,3,1,1,1,2,0,1,0,1,35,,,-1.0,35.0,35,35,2,1,0.0,,22,4,30,0,0,1,0,2,1,1123.0,1123.0,2.0,2.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,16,1,10,80.3125,4,1114,3,71,0.16666667,49,0,102,3,20307,324,ACTIVE,Cedar Park,TX,78613-1497,20307,Austin TX,B,Garden,suburban,Cedar Park,0,73,50,450,573,"Austin-Round Rock, TX",Cedar Park,0.925,1132.0,-0.0059,2018-Q1,2018-01-01,1235.5,1235.5,0.9494131930392552,0.9494131930392552,0.3571428571428571,0.2857142857142857,0.1428571428571428,0.2857142857142857,0.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0714285714285714,0.0,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0.0,4.4375,0.0104166669771075,3.0625,0.0,6.375,0.1875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0445236,0.6666666666666666,1.7685185185185186,0.6875
1087289-38412,14 month lease,1865.0,2017-09-27,2018-11-22,,2017-09-27,2017-09-27,,,,False,,1865.0,0,0,1,2018-11-23,14,1-3 years,1,14,4,1,0,0,0,0,1,0,2018,2017-09-27,2018-11-22,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,8.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,7.0,3.0,3.0,8.0,5.75,-4.0,-0.5714286,1,9,9,1,9,0,0,0,0.8888889,0.0,9,0,0,0,0,0,1,2,0,3,1,0,0,1,0,1,0,1,3730.0,-1.0,-1.0,4,4,2,1,2,2,1,1,0,2,42,Government,,1149.4244,29.666666,4,43,0,2,80000.0,Government,22,2,41,0,0,0,0,1,3,1467.0,1467.0,3.0,2.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,13,1,9,11.923077,2,14,3,78,0.83116883,37,0,77,5,17021,478,ACTIVE,Dunedin,FL,34698-8384,17021,Tampa FL,B,Garden,suburban,North Pinellas County,0,132,40,576,748,"Tampa-St. Petersburg-Clearwater, FL",North Pinellas County,0.9414,1190.0,0.0074,2017-Q3,2017-07-01,1525.0,1525.0,1.222950819672131,1.222950819672131,0.6428571428571429,0.6428571428571429,0.0714285714285714,0.6428571428571429,0.0,0.0,0.0,0.0634920639651162,0.0,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.1428571428571428,0.0,0.2142857142857142,0.0714285714285714,0.0,0.0,0.0714285714285714,0.0,6.0,0.0639360638765188,2.8461538461538463,0.0,5.923076923076923,0.3846153846153846,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.5,1.271302,0.75,1.5648535564853556,0.7692307692307693
2880779-21818,12 month lease,768.0,2015-11-30,2016-11-27,,2013-11-25,2013-11-25,,,,False,,768.0,0,0,1,2016-11-28,12,6-12 months,3,3,6,0,0,0,0,0,1,0,2016,2015-11-30,2016-11-27,0,0,775.0,-0.009032258,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,1,1,0,0,1,1.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,,-1.0,-1.0,3,2,1,1,1,1,0,1,0,1,46,,Military,18.527668,36.666668,6,58,0,2,118000.0,Military,17,5,16,4,0,1,1,1,1,783.0,783.0,1.0,1.0,0,2,11.5,11,12,0,10,0.6363636,9,0,11,1,2,0,0,11.5,11,12,0,10,0.6363636,9,0,11,1,95197,468,ACTIVE,Huntington Beach,CA,92647-3511,95197,Orange County,A,High Rise,suburban,Huntington Beach,0,655,0,0,655,"Anaheim-Santa Ana-Irvine, CA",Huntington Beach,0.9606,1826.0,-0.0087,2015-Q4,2015-10-01,2045.5,2045.5,0.3754583231483744,0.3754583231483744,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,5.0,0.3181818127632141,4.5,0.0,5.5,0.5,3.333333333333333,0.2121212085088094,3.0,0.0,3.6666666666666665,0.3333333333333333,1.0,0.9808429,0.5,1.3995726495726497,0.0
1087289-39609,12 month lease,1414.0,2019-12-14,2020-12-14,,2019-12-14,2019-12-14,,,,False,,1414.0,0,0,1,2020-12-15,12,6-12 months,3,16,2,0,0,0,0,0,1,0,2020,2019-12-14,2020-12-14,0,0,1356.0,0.042772863,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,19,18,2,18,14,3,2,10.666667,8.380953,21,0,0,0,0,0,4,3,1,5,5,2,0,1,0,1,0,0,2828.0,2712.0,0.042772863,4,4,2,1,2,2,1,1,0,2,33,,,-1.0,19.75,5,33,0,2,0.0,,19,2,38,0,0,0,0,1,3,1322.0,1322.0,2.0,2.0,1,2,13.0,12,14,0,48,3.3414633,9,0,41,7,15,1,8,12.0,0,15,4,125,0.864,46,0,125,9,17021,478,ACTIVE,Dunedin,FL,34698-8384,17021,Tampa FL,B,Garden,suburban,North Pinellas County,0,132,40,576,748,"Tampa-St. Petersburg-Clearwater, FL",North Pinellas County,0.962,1288.0,-0.0079,2019-Q4,2019-10-01,1443.0,1443.0,0.97990297990298,0.97990297990298,1.5833333333333333,1.5,0.1666666666666666,1.5,1.1666666666666667,0.25,0.1666666666666666,0.8888889153798422,0.6984127362569174,1.75,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.25,0.0833333333333333,0.4166666666666667,0.4166666666666667,0.1666666666666666,0.0,0.0833333333333333,0.0,8.333333333333334,0.0576000014940897,3.066666666666667,0.0,8.333333333333334,0.6,16.0,1.1138211091359456,3.0,0.0,13.666666666666666,2.333333333333333,1.0,1.0695915,0.5,1.5648535564853556,0.6
3755796-21258,12 Month Lease,1827.0,2017-08-01,2018-07-29,2018-07-27,2016-10-29,2016-10-29,2018-07-27,2018-05-01,,False,,1827.0,0,0,1,,11,6-12 months,2,5,5,0,0,0,0,0,1,1,2018,2017-08-01,2018-07-27,0,0,1771.0,0.031620555,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3654.0,-1.0,-1.0,1,1,1,0,1,0,0,0,0,1,50,,,-1.0,50.0,50,50,0,0,0.0,,17,6,16,1,1,1,1,1,2,775.0,775.0,1.0,1.0,0,1,9.0,9,9,0,-1,-1.0,-1,-1,-1,-1,4,0,3,11.0,9,12,0,2,-1.0,0,0,0,2,10322,421,ACTIVE,Alexandria,VA,22303-2245,10322,Metro DC,A,Podium,suburban,South Fairfax County,0,6,0,570,576,"Washington-Arlington-Alexandria, DC-VA-MD-WV",South Fairfax County,0.9505,1633.0,-0.0146,2017-Q3,2017-07-01,1749.0,1749.0,1.0445969125214407,1.0445969125214407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.25,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,2.3574193,1.0,1.368171021377672,0.75
